X,Y,ObjectId,name,text,image,tickets,url,contact_email,contact_phone,contact_website,address,latitude,longitude,address_zoom,address_place_id,address_street_number,address_street_name,address_street_name_short,address_state,address_post_code,address_country,address_country_short,address_street,address_city,opening_hours,GlobalID
16.5939346000001,49.1910465,1,Mendelův skleník,"Výjimečný prostor propojující historii, současnost a&nbsp;budoucnost, stejně jako vědu a&nbsp;víru, vznikl na základech původního Mendelova skleníku v&nbsp;Augustiniánském opatství.
Z původního skleníku, ve kterém Gregor Johann Mendel prováděl své pokusy, zbyly jen základy. Nový Mendelův skleník od architektonického studia CHYBIK+KRISTOF ASSOCIATED ARCHITECTS s.r.o. kopíruje originální půdorys a&nbsp;orientaci. Vznikl tedy v&nbsp;místech, kde G. J. Mendel prováděl v&nbsp;19.&nbsp;století své pokusy s&nbsp;hrachem a&nbsp;položil základy genetiky. Sídlí zde stálá expozice Mendelova odkazu, pořádají se konference, přednášky, bankety, výstavy i&nbsp;koncerty. Především se tu, stejně jako tehdy, pěstuje hrách. Symbolicky a&nbsp;nejmodernějším způsobem v&nbsp;aeroponických květináčích jako pocta objevům významného brněnského obyvatele. Ten hrách, který prostřednictvím opata a&nbsp;geniálního vědce G. J. Mendela, stál u&nbsp;zrodu genetiky.",https://www.gotobrno.cz/wp-content/uploads/2023/03/chkau-mendel-photo-by-alex-shoots-buildings-13-of-21-scaled.jpg,"Pouze v&nbsp;rámci komentované prohlídky s&nbsp;průvodcem (200,-Kč na hodinu v&nbsp;ČJ / 250,-Kč na hodinu v&nbsp;AJ, NJ)
Plné vstupné 100,-Kč
Snížené 80,-Kč",https://www.gotobrno.cz/misto/mendeluv-sklenik/,info@mendelmuseum.muni.cz,"+420&nbsp;549&nbsp;496&nbsp;669",https://mendeluvsklenik.cz/,"Mendlovo nám. 1a, 603 00 Brno",49.1910465,16.5939346,14,ChIJ6TcaXUyUEkcRUKSdbOibxpU,1A,Mendlovo náměstí,Mendlovo nám.,Jihomoravský kraj,603 00,Česko,CZ,Mendlovo nám. 1a,Brno,,{EA38CA5F-BFDC-4E31-B02A-24F55B938E3C}
16.593632503,49.1905802890001,2,Hrachovina (Jaromír Gargulák),"Na jaře roku 2023 na Mendlově náměstí vyrostla Hrachovina. Jedná se o&nbsp;sochu věnovanou připomínce významného genetika Gregora Johanna Mendela.
Cesta ke slavnostnímu odhalení započala již v&nbsp;roce 2019, kdy Společně, o.p.s. deklarovala svůj záměr vzdát poctu otci genetiky prostřednictvím uměleckého díla. Následně byla vyhlášena mezinárodní veřejná soutěž, na jejímž základě odborná porota vybrala po anonymním vícekolovém hodnocení vítězný návrh – Hrachovinu známého sochaře, umělce a&nbsp;slévače Jaromíra Garguláka.
Sochu tvoří bronzové výhonky hrachu, s&nbsp;nímž Mendel dělal pokusy, v&nbsp;nadživotní velikosti. Její centrální část popisuje 3. Mendelův zákon: 9 kulatých žlutých, 3 hranaté žluté, 3 kulaté zelené, 1 hranatá zelená. Socha je unikátní i&nbsp;tím, že v&nbsp;sobě nese poselství budoucím generacím v&nbsp;podobě uložené DNA jak samotného Gregora Johanna Mendela, tak současných významných osobností včetně primátorky města Brna a&nbsp;hejtmana Jihomoravského kraje.
Socha se stala součástí zrekonstruovaného Mendlova náměstí po slavnostním odhalení 21.&nbsp;února 2023.
A Hrachovina v číslech? Výška 530 cm, váha 8&nbsp;460 kg bronzu, 534 dílků, 273 dnů nebo také 6552 hodin práce a 33 zapojených tvůrců různých profesí.",https://www.gotobrno.cz/wp-content/uploads/2023/03/mendlovo-namesti-m-schmerkova.jpg,,https://www.gotobrno.cz/misto/hrachovina-jaromir-gargulak/,,,,"Mendlovo nám. 617/18, Staré Brno, 603 00 Brno-Brno-střed, Česko",49.19058028928,16.5936325026245,16,ChIJU-O4WEyUEkcRD0fglZCdBFQ,18,Mendlovo náměstí,Mendlovo nám.,Jihomoravský kraj,603 00,Česko,CZ,Mendlovo náměstí,Brno,,{F070D984-29C4-4E4B-A3DA-6898DEEE5F05}
16.6081876000001,49.1900942,3,Kryt Denis,"Soustava klenutých chodeb nacházející se na ploše ve tvaru obdélníka přibližných rozměrů 85 x 60 metrů poskytla v&nbsp;případě atomového výbuchu úkryt až třem tisícům lidí na čtyři dny.
Jeden ze základních lidských pudů, který nutí člověka chovat se způsobem zajišťujícím přežití v&nbsp;případě jakéhokoliv nebezpečí, je pud sebezáchovy. Od samého počátku lidstva hledal člověk úkryt před nepřízní osudu v&nbsp;místech, kde se cítil v&nbsp;bezpečí a&nbsp;která mu zajišťovala ochranu před nejrůznějšími přírodními či společenskými nástrahami.
Dvacáté století s&nbsp;nebývalým nástupem vědecko-technického rozvoje vneslo do válečné strategie nový pojem. Použitím “zbraní hromadného ničení” a&nbsp;rozvojem leteckého průmyslu se ochrana obyvatelstva soustředila na budování protileteckých a&nbsp;později i&nbsp;protiatomových krytů. V&nbsp;Brně byl jedním z&nbsp;nich kryt pod Petrovem zvaný „Denis“. Nachází se ve skalním masivu petrovského kopce a&nbsp;jeho prostory z&nbsp;větší části leží pod plochou kapucínských zahrad.
Jde o&nbsp;soustavu navzájem kolmých chodeb na ploše tvaru obdélníka o&nbsp;rozměrech přibližně 85 x 60&nbsp;m s&nbsp;několika vstupy a&nbsp;množstvím nouzových východů. Klenuté chodby, ražené ve skále s&nbsp;cihelnou vyzdívkou, mají nejčastější rozměr cca 3 x 3&nbsp;m a&nbsp;jejich celková délka dosahuje i&nbsp;s&nbsp;únikovými štolami zhruba 900 metrů. V&nbsp;případě atomového výbuchu bylo možno v&nbsp;tomto krytu přežít až 4 dny. Je soběstačný, co se týká vody, elektřiny i&nbsp;dýchatelné směsi a&nbsp;pokud jsou v&nbsp;něm uloženy zásoby, i&nbsp;stravy. V&nbsp;tomto stísněném prostoru se mohlo naráz ukrýt až 3&nbsp;000 obyvatel. Jedinou psychickou podporou uvnitř chodeb byl rozvod rozhlasu po drátě.
Dnes slouží dlouhé a&nbsp;prázdné chodby pouze jako depozitář části kamenných prvků ze zničené Královské kaple, která kdysi stála na rohu Veselé ulice a&nbsp;Dominikánského náměstí.",https://www.gotobrno.cz/wp-content/uploads/2023/02/dsc_0231-foto-micha-ruzicka-tic-brno__011.jpg,"Plné vstupné &#8211; 250&nbsp;Kč
Děti od 6 let do 15 let, studenti (do 26 let), senioři (od 65 let), ZTP, ZTP/P &#8211; 150&nbsp;Kč",https://www.gotobrno.cz/misto/kryt-denis/,,,,kryt denis,49.1900942,16.6081876,14,ChIJneBlLX-VEkcRvraZHUVHtHI,14,Nádražní,,Jihomoravský kraj,602 00,Česko,CZ,"roh Husova – Nádražní (vchod z&nbsp;ulice Husova)",,,{F8679BBF-74FF-4C68-9C65-DF1415A54C7E}
,,4,Adam Ondra: Posunout hranice,"O FILMU
Celovečerní dokument představuje lezeckou ikonu dneška. Tvůrci filmu doprovázeli Adama Ondru celé tři roky nejen na lezeckých závodech, při lezení v&nbsp;přírodě na skalách nebo při náročném tréninku, ale točili s ním i&nbsp;doma, při společných chvílích s&nbsp;rodiči, a&nbsp;především s přítelkyní Ivou. Iva se během natáčení stala nejen Adamovou ženou, ale také velmi důležitou postavou filmu, která je Adamovi velkou oporou, přestože její role není vždy snadná.

celovečerní hraný film
Česko / 2022
natáčení v Brně a&nbsp;JMK: Kotelna Boulder Club, Hangár lezecké centrum Brno a&nbsp;Moravský kras
použité fotografie: Bontonfilm
režie: Jan Šimánek a&nbsp;Petr Záruba
hrají: Adam Ondra

O MÍSTECH NATÁČENÍ
Kotelna Boulder Club
Lezecká stěna v Brně s&nbsp;lezením a&nbsp;boulderingem pro amatéry, hobíky i&nbsp;profíky.
Hangár
Lezecké centrum Brno zaměřené výhradně na bouldering má název Hangár a vzniká za spolupráce světové top třídy Adama Ondry.
Moravský kras
Chráněná krajinná oblast se nachází severně od Brna. Na ploše 92 kilometrů čtverečních se vyskytují četné unikáty živé i neživé přírody. Z&nbsp;více než tisícovky jeskyní je jich přístupných pět. Punkevní jeskyně nabízejí možnost plavby po podzemní říčce spojenou s prohlídkou dna Machochy.",https://www.gotobrno.cz/wp-content/uploads/2022/10/adam-ondra_6-simone-cargnoni.jpg,,https://www.gotobrno.cz/misto/adam-ondra-posunout-hranice/,,,,,,,,,,,,,,,,,,,{EDC704A6-3121-4EF2-BACA-4A6E5E2E2766}
,,5,Princ Mamánek,"O FILMU
Pohádka Jana Budaře je o&nbsp;princi, který musel dospět v krále. Tak dlouho si rozmazlený princ žil jako mamánek na zámku, až ho jeho otec moudrý král vyslal na zkušenou, aby poznal svět a&nbsp;konečně dospěl. Velkou pozornost v této pohádce vzbudilo obsazení přespříliš pečující maminky prince Ludvíka. Po téměř třiceti letech se v roli královny vrátila na plátna představitelka legendární Arabely Jana Nagyová.

celovečerní hraný film
Česko / 2022
natáčení v JMK: Pohansko a&nbsp;Lednicko-valtický areál
použité fotografie: Bontonfilm
režie: Jan Budař
hrají: Jan Budař, Ondřej Vetchý, Jana Nagyová, Veronika Kubařová, Boleslav Polívka, Martin Huba, Vladimír Javorský, Kateřina Antašová, Veronika Daušová a&nbsp;další

O MÍSTECH NATÁČENÍ
Pohansko (lesy)
Rozsáhlé nížinné hradisko bylo vybudováno v 9.&nbsp;století mezi rameny řeky Dyje. Areál je chráněn jako kulturní památka ČR a&nbsp;jeho celková rozloha je až 55 hektarů. Natáčení probíhalo ve zdejších lesích.
Lednicko-valtický areál
Je pokládán za nejrozsáhlejší koncepčně upravenou krajinu v&nbsp;Evropě a&nbsp;možná i&nbsp;na světě.  Tento krajinný celek o&nbsp;rozloze 283,09 km² leží v&nbsp;okrese Břeclav při hranici s Rakouskem a&nbsp;od prosince 1996 je zapsán do Seznamu světového kulturního dědictví UNESCO. Jeho hlavními centry jsou zámky Lednice a&nbsp;Valtice.
ZAJÍMAVOSTI Z NATÁČENÍ
Důležitou součástí každého filmu je hudba. Tu pro film nahrála Filharmonie Brno.",https://www.gotobrno.cz/wp-content/uploads/2022/10/princ-mamanek-jan-budar-scaled.jpg,,https://www.gotobrno.cz/misto/princ-mamanek/,,,,,,,,,,,,,,,,,,,{D29D7511-471A-4D94-B231-4D2AB8009415}
,,6,Il Boemo,"O FILMU
Tento historický velkofilm nominovaný za Česko na Oscara je inspirovaný skutečným příběhem jednoho z&nbsp;nejvyhledávanějších hudebních skladatelů druhé poloviny 18.&nbsp;století – Josefa Myslivečka. Zavede vás do slunné Itálie, kde Mysliveček žil, tvořil, stal se legendou, ale také bohužel zemřel v&nbsp;zapomnění.

celovečerní hraný film
Česko, Itálie, Slovensko / 2022
natáčení v Brně a&nbsp;JMK: Mahenovo divadlo a&nbsp;zámek Bučovice
použité fotografie: Pilot Films / Richard Hodonický
režie: Petr Václav
hrají: Vojtěch Dyk, Barbara Ronchi, Lana Vlady, Lino Musella, Philippe Jaroussky, Zdeněk Godla, Cristiano Donati

O MÍSTECH NATÁČENÍ
Mahenovo divadlo
Mahenovo (původně německé Městské) divadlo bylo otevřeno v roce 1882 a bylo prvním plně elektricky osvětleným divadlem na evropském kontinentu. Scénou Národního divadla Brno se stalo v roce 1919 a od roku 1965 nese v názvu jméno Jiřího Mahena.
Zámek Bučovice
Bučovický zámek je unikátní stavbou italské renesance na sever od Alp. Na rozdíl od většiny našich renesančních zámků se nejedná o&nbsp;přestavbu staršího sídla (hradu či tvrze), ale o realizaci originálního projektu italské pozdně renesanční stavby typu &#8220;palazzo in fortezza&#8221; a celého rozsáhlého areálu včetně renesanční zahrady, hradební zdi a vodního příkopu.
ZAJÍMAVOSTI Z NATÁČENÍ
Neapolské divadlo San Carlo, ve kterém proběhla nejslavnější provedení Myslivečkových oper, má tzv. královskou lóži uprostřed hlediště, zatímco Stavovské divadlo, má tyto čestné lóže umístěné na krajích, těsně vedle jeviště. Aby tedy král Ferdinand IV. mohl sedět na správném místě, musely se scény z jeho lóže dotáčet v brněnském Mahenově divadle.
&nbsp;",https://www.gotobrno.cz/wp-content/uploads/2022/10/ilb-1-print-105-scaled.jpg,,https://www.gotobrno.cz/misto/il-boemo/,,,,,,,,,,,,,,,,,,,{DAD5A75E-8FD1-46D7-AC18-CB6E818E57D1}
16.6027581000001,49.2082433,7,"Střelnice TRIGGER Service, s.r.o.","Zážitková střelba pro širokou veřejnost.
Patří mezi nejmodernější střelnice v&nbsp;celé České republice. A&nbsp;to nejen technickým zázemím, množstvím zbraní k&nbsp;vyzkoušení, ale hlavně přístupem ke klientům. Nejen pro ty, pro které se jedná o&nbsp;první setkání s&nbsp;tímto sportem nebo či svým způsobem extrémním zážitkem, jsou připraveni odborně proškolení instruktoři, aby tento zážitek byl co nejvíce komfortní s&nbsp;vysokým důrazem na bezpečnost.
K návštěvě nepotřebujete nic jiného než trochu odvahy a&nbsp;občanský průkaz. Tento zážitek se dá sdílet i&nbsp;s&nbsp;dětmi. Mohou vyzkoušet malorážky, jako třeba v&nbsp;biatlonu. Program myslí i&nbsp;na ty, kdo už jsou &#8220;střelci&#8221; a&nbsp;mají zkušenosti, nebo jsou vlastníky zbrojního průkazu. S&nbsp;profesionálními instruktory jsou zde pořádány různé střelecké i&nbsp;zájmové kurzy, takže každý si přijde na své. Pro firmy jsou nabízeny propracované akce na klíč.
Střelnici najdete v&nbsp;centru Brna s&nbsp;dobrou dostupností pro příjezd autem či MHD. Zkuste zde zjistit i&nbsp;vy, že střelba je plnohodnotný sport a&nbsp;forma relaxace.",https://www.gotobrno.cz/wp-content/uploads/2022/09/1911_operator-scaled.jpg,,https://www.gotobrno.cz/misto/strelnice-trigger-service-s-r-o/,,,https://www.triggerservice.cz/,Kotlářská 51a,49.2082433,16.6027581,14,ChIJSy4p8WmUEkcRT6KI9RzAKOw,51a,Kotlářská,,Jihomoravský kraj,602 00,Česko,CZ,Kotlářská 51a,Brno,,{15A24B18-57F3-423A-B2ED-521BE5DFCE89}
16.5840759000001,49.2276471000001,8,Poslouchejte Brno: Hala Vodova,"Brno disponuje několik krytými sportovišti. Oblíbeným a&nbsp;využívaným prostorem jsou haly v Králově Poli, na Vodově – malá (stará) s 900 místy k sezení, a&nbsp;novější, která disponuje větší kapacitou.
Menší vznikla v letech 1969-1975. Za jejím návrhem stála velká brněnská osobnost s pohnutým osudem, architekt Mojmír Korvas (1923-2003). Mojmír Korvas měl k sportu blízko – byl reprezentantem ČSR v házené a&nbsp;košíkové, a&nbsp;to se mu stalo osudným. Ve vykonstruovaném procesu s dalšími reprezentanty byl v roce 1949 odsouzen za vlastizradu. Architekt se po pětiletém útrpném věznění a&nbsp;nucených pracích, např. také v Jáchymově, vrátil zpět do Brna a&nbsp;nastoupil jako dělník do Královopolské strojírny, o&nbsp;několik let později zde byl zaměstnán jako podnikový architekt. Z této doby pochází jeho návrh haly na Vodově, který předal mladému Ing. arch. Janu Krumlovi, který jeho ideu rozpracoval a&nbsp;zrealizoval.
Víceúčelová hala stojí za povšimnutí nejen kvůli technickým řešením, pro tehdejší dobu nadčasovým, ale také kvůli výtvarným dílům, která se zde nacházejí.
Asi nejvýraznějším výtvarným prvkem je mozaika malíře a&nbsp;grafika Jánuše Kubíčka, spoluzakladatele tvůrčí skupiny Brno 57. Dílo „Slunce a&nbsp;pohyb“ je složeno z 240 000 kachliček a&nbsp;je umístěno na fasádě haly, v exteriéru.
O Mojmíru Korvasovi, o&nbsp;tom, s jakými sportovci se při stavbě radil, o&nbsp;politickém pozadí celé akce, o&nbsp;akci Z&nbsp;a&nbsp;o&nbsp;tom, proč na stavbu někdy nerad vzpomíná hovoří Ing. Jan Kruml, vedoucí projektant haly na Vodově.
Ing. arch. Jan Kruml (1935) žije v Brně. Kromě „staré“ haly na ulici Vodova v Brně patří k jeho nejznámějším realizacím hotel SKI v Novém Městě na Moravě a&nbsp;Administrativní budova ČSBD v&nbsp;Praze Podolí. Po revoluci věnoval především obnově venkova, často zdevastovaného necitlivými zásahy a&nbsp;přestavbami. Podílel se na prosazení Programu obnovy vesnice a&nbsp;založení Spolku pro obnovu venkova. Inicioval založení soutěže Vesnice roku a&nbsp;edice „Venkovské stavby roku“. V&nbsp;roce 2021 mu Senát ČR udělil ocenění „Osobnost venkova 2021“.",https://www.gotobrno.cz/wp-content/uploads/2022/07/ing-jan-kruml-foto_jirina-rittichova.jpg,,https://www.gotobrno.cz/misto/poslouchejte-brno-hala-vodova/,,,,Vodova 108,49.2276471,16.5840759,14,ChIJv1maMgGUEkcR25sFWoFWv7E,108,Vodova,,Jihomoravský kraj,612 00,Česko,CZ,,,,{CD114A44-4B9D-4BDB-A1B3-1C60ACD41E34}
16.6054871000001,49.1949843,9,Poslouchejte Brno: Hotel International,"Padesátá léta minulého století přinesla do Brna příval návštěvníků z tuzemska i&nbsp;zahraničí, kteří přijížděli navštívit výstavní akce na Brněnském výstavišti. Protože tehdejší hotelové kapacity nestačily, v letech 1959-1962 byl na ulici Husova postaven Hotel International, dílo architektů Arnošta Krejzy a&nbsp;Jiřího Kramoliše a&nbsp;jejich spolupracovníků.
Význam Hotelu International přesahuje jeho ubytovací a&nbsp;restaurační účel. Dodnes jsou ceněna jeho technická i&nbsp;dispoziční řešení, připomínající v mnohém prezidentský palác v Brazílii, dílo Oscara Niemayera. Nadto se v exteriéru, ale především v&nbsp;interiéru nachází velký počet výtvarných děl tzv. bruselského stylu.
&nbsp;
O svých začátcích v&nbsp;hotelu, o&nbsp;zajímavých lidech, kteří zde byli ubytovaní, o&nbsp;tom, jaké to bylo obsluhovat anglickou královnu, a&nbsp;samozřejmě o&nbsp;tom, co na hotelu má rád hovoří dlouholetý zaměstnanec, dnes obchodní ředitel Hotelu International Michal Řičánek.",https://www.gotobrno.cz/wp-content/uploads/2022/06/michal-ricanek-obchodni-reditel-hotelu-international-foto_jirina-rittichova.jpg,,https://www.gotobrno.cz/misto/poslouchejte-brno-hotel-international/,,,,Husova 16,49.1949843,16.6054871,14,ChIJ517i9VCUEkcRXUIcbkS-pB4,16,Husova,,Jihomoravský kraj,602 00,Česko,CZ,,,,{5DC7D98F-40D3-40A0-8298-836E1679C8E7}
16.6460168,49.1652616000001,10,"Poslouchejte Brno: Vybraná místa v&nbsp;lokalitě Brno-jih","Černovický hájek
Na dohled od dálnice D1 se nachází poslední kus lužního lesa v&nbsp;Brně, Černovický hájek, Ráječek neboli Paradajz. Přírodní rezervace je pokrytá bažinami a&nbsp;mokřady, které jsou domovem mnoha živočichů, a&nbsp;k&nbsp;vidění jsou zde vodomilné druhy rostlin. Z&nbsp;centra je sem příjemná projížďka na kole – vede tudy cyklostezka podél Svitavy. Od Černovického hájku pak lze pokračovat po cyklostezce dál, např. k&nbsp;Holáseckým jezerům.
Holásecká jezera
Holásecká jezera se nacházejí poblíž nejvíce frekventovaných pozemních komunikací na území Brna – dálnic D1 a&nbsp;D2, přesto je tato přírodní památka rájem pro drobné vodní živočichy i&nbsp;ptáky. Deset jezer – Kašpárkovo, Kmuníčkovo, Roučkovo, Typfl, Ledárenské, Plavecké, Strakovo, Kocábka, Lávka a&nbsp;Opleta – se rozkládá na ploše více než 12 hektarů.
Holásecká jezera využívají Brňané jako cíl procházek, pikniků a&nbsp;také sportovního rybaření. Po revitalizaci, která se plánuje v nejbližších letech, by se mělo jedno z jezer také zpřístupnit ke koupání.
Zastávka Dvůr v lese
Dvůr v&nbsp;lese je konečná zastávka vybraných spojů linky 49. Je to ideální výchozí bod pro kratší nebo delší výlety z&nbsp;Brna. Kromě autobusu je možné se sem dostat na kole či pěšky – vede tudy asfaltovaná cesta, cyklostezka směrem na Vídeň.
Švédské valy
Název pahorku, který se nachází v Brně-Slatině, upomíná na obléhání Brna švédskými vojsky v době třicetileté války. Dnes je obléhán ze všech stran průmyslovými budovami a&nbsp;rušnou ulicí Průmyslová. Jedná se o&nbsp;archeologicky významný bod, který byl ale v době komunismu zavezen odpadem – horninami nejrůznějšího druhu, nejčastěji slévárenskými písky.
Švédské valy nabízejí, stejně jako například Stránská skála nebo Bílá hora, zajímavé výhledy do okolí, při dobrém počasí lze vidět i&nbsp;Pálavu.
Kam si zajít na ptačí koncert? Kde v Brně si budete připadat jako v pralese? Která zastávka v Brně je ta nejbájnější? O&nbsp;svých oblíbených místech v lokalitě Brno-jih a&nbsp;jejich jedinečnosti hovoří ekolog Vilém Jurek, ochranář přírody.",https://www.gotobrno.cz/wp-content/uploads/2022/01/dvur-v-lese-3.jpg,,https://www.gotobrno.cz/misto/poslouchejte-brno-vybrana-mista-v-lokalite-brno-jih/,,,,černovický hájek,49.1652616,16.6460168,14,ChIJHy1ayTCVEkcRAxAyjth39YY,,,,Jihomoravský kraj,620 00,Česko,CZ,,,,{59602843-0A44-4158-9E4F-B546F1F9B107}
